名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司
翔殷路932弄,杨浦中原,翔殷路932弄,0, 板楼, 371户, 43栋, 商品房/使用权, 1980-1985年 , 暂无信息, 暂无信息
民星路536号,杨浦中原,民星路536号,0, 板楼, 15户, 1栋, 商品房, 1993年 , 0.5元/平米/月, 上海殷行物业管理有限公司
民星路544号,杨浦中原,民星路544号,0, 板楼, 15户, 1栋, 商品房, 1993年 , 暂无信息, 上海殷行物业管理有限公司
民府路521号,杨浦中原,民府路521号,0, 未知类型, 1户, 1栋, 商品房, 2015年 , 暂无信息, 暂无信息
殷行路311号,杨浦中原,殷行路311号,55398, 板楼, 20户, 1栋, 商品房, 1981年 , 暂无信息, 暂无信息
嫩江路863号,杨浦中原,嫩江路863号,0, 未知类型, 65户, 1栋, 商品房/动迁安置房/使用权, 1993年 , 暂无信息, 暂无信息
嫩江路861弄,杨浦中原,嫩江路861弄,0, 未知类型, 109户, 2栋, 售后公房/使用权, 1998年 , 暂无信息, 暂无信息
开鲁路21号,杨浦中原,开鲁路21号,0, 板楼, 12户, 1栋, 商品房/使用权, 1985年 , 暂无信息, 暂无信息
国和大楼,杨浦中原,市光路701号,57977, 塔楼, 96户, 1栋, 商品房/使用权, 1997年 , 0.6元/平米/月, 杨埔中原物业管理
三门路36弄,杨浦中原,三门路36弄,57721, 板楼, 176户, 11栋, 商品房/使用权, 1986-1988年 , 0.8元/平米/月, 华强物业
开鲁路7号,杨浦中原,开鲁路7号,41448, 板楼, 18户, 1栋, 商品房, 1985年 , 0.8元/平米/月, 迪亚物业
华国家园,杨浦中原,市光路98弄,69952, 板楼, 92户, 8栋, 商品房, 2002年 , 1.2元/平米/月, 暂无信息
民星路546号,杨浦中原,民星路546号,0, 板楼, 12户, 1栋, 使用权, 暂无信息 , 0.5元/平米/月, 上海殷行物业管理有限公司
民星路532号,杨浦中原,民星路532号,0, 未知类型, 12户, 1栋, 商品房, 1993年 , 暂无信息, 暂无信息
殷行路250弄,杨浦中原,殷行路250弄,0, 未知类型, 16户, 10栋, 商品房, 1999年 , 暂无信息, 暂无信息
民星路412号,杨浦中原,民星路412号,50700, 板楼, 30户, 1栋, 商品房, 1987年 , 暂无信息, 暂无信息
开鲁路29号,杨浦中原,开鲁路29号,60343, 板楼, 18户, 1栋, 商品房/使用权, 1985年 , 0.8元/平米/月, 暂无信息
民星路401号,杨浦中原,民星路401号,56314, 板楼, 20户, 1栋, 商品房/使用权, 1998年 , 0.8元/平米/月, 暂无信息
市光路143弄,杨浦中原,市光路143弄,0, 未知类型, 2户, 1栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
殷行路239号,杨浦中原,殷行路239号,0, 板楼, 24户, 1栋, 商品房, 1981年 , 暂无信息, 暂无信息
殷行路239号,杨浦中原,殷行路239号,0, 板楼, 24户, 1栋, 商品房, 1981年 , 暂无信息, 暂无信息
开鲁路29号,杨浦中原,开鲁路29号,60343, 板楼, 18户, 1栋, 商品房/使用权, 1985年 , 0.8元/平米/月, 暂无信息
民星路532号,杨浦中原,民星路532号,0, 未知类型, 12户, 1栋, 商品房, 1993年 , 暂无信息, 暂无信息
民星路412号,杨浦中原,民星路412号,50700, 板楼, 30户, 1栋, 商品房, 1987年 , 暂无信息, 暂无信息
殷行路250弄,杨浦中原,殷行路250弄,0, 未知类型, 16户, 10栋, 商品房, 1999年 , 暂无信息, 暂无信息
殷行路311号,杨浦中原,殷行路311号,55398, 板楼, 20户, 1栋, 商品房, 1981年 , 暂无信息, 暂无信息
江湾道壹号,杨浦中原,"世界路133号, 市光路635号, 世界路125号, 市光路736、738、742、758号, 民京路935、959、915号, 世界路131号, 市光路718号, 世界路127, 市光路728",0, 板楼, 565户, 10栋, 商品房/使用权, 2017年 , 18元/平米/月, 上海文化银湾物业管理有限公司
惠元新天地家园,杨浦中原,中原路38弄,77731, 板楼, 110户, 5栋, 商品房, 2002-2003年 , 1.5元/平米/月, 上海新上海商业城物业有限公司
市光路146弄,杨浦中原,市光路146弄,0, 未知类型, 1户, 1栋, 使用权, 1990年 , 暂无信息, 暂无信息
嫩江路863号,杨浦中原,嫩江路863号,0, 未知类型, 65户, 1栋, 商品房/动迁安置房/使用权, 1993年 , 暂无信息, 暂无信息
国和大楼,杨浦中原,市光路701号,57977, 塔楼, 96户, 1栋, 商品房/使用权, 1997年 , 0.6元/平米/月, 杨埔中原物业管理
民星路546号,杨浦中原,民星路546号,0, 板楼, 12户, 1栋, 使用权, 暂无信息 , 0.5元/平米/月, 上海殷行物业管理有限公司
三门路36弄,杨浦中原,三门路36弄,57721, 板楼, 176户, 11栋, 商品房/使用权, 1986-1988年 , 0.8元/平米/月, 华强物业
开鲁路7号,杨浦中原,开鲁路7号,41448, 板楼, 18户, 1栋, 商品房, 1985年 , 0.8元/平米/月, 迪亚物业
华国家园,杨浦中原,市光路98弄,69952, 板楼, 92户, 8栋, 商品房, 2002年 , 1.2元/平米/月, 暂无信息
民星路410号,杨浦中原,民星路410号,50617, 板楼, 24户, 1栋, 商品房, 1987年 , 0.5元/平米/月, 上海殷行物业管理有限公司
开鲁路11号,杨浦中原,开鲁路11号,43600, 板楼, 12户, 1栋, 商品房/使用权, 1985年 , 0.8元/平米/月, 良城物业
民京路530-532号,杨浦中原,民京路530-532号,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
开鲁路25号,杨浦中原,开鲁路25号,0, 板楼, 18户, 1栋, 商品房, 1985年 , 暂无信息, 暂无信息
民府路521号,杨浦中原,民府路521号,0, 未知类型, 1户, 1栋, 商品房, 2015年 , 暂无信息, 暂无信息
民星路401号,杨浦中原,民星路401号,56314, 板楼, 20户, 1栋, 商品房/使用权, 1998年 , 0.8元/平米/月, 暂无信息
政立路60弄,杨浦中原,政立路60弄,0, 板楼, 117户, 11栋, 商品房/使用权, 1983年 , 0.8元/平米/月, 暂无信息
市光路143弄,杨浦中原,市光路143弄,0, 未知类型, 2户, 1栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
殷行路235号,杨浦中原,殷行路235号,58651, 板楼, 24户, 1栋, 商品房/使用权, 1981年 , 暂无信息, 暂无信息
殷行路237号,杨浦中原,殷行路237号,0, 板楼, 24户, 1栋, 商品房/使用权, 1981年 , 暂无信息, 暂无信息
殷行路150弄,杨浦中原,殷行路150弄,0, 板楼, 80户, 4栋, 使用权, 1975-1980年 , 暂无信息, 暂无信息
殷行路280弄,杨浦中原,殷行路280弄,44059, 板楼, 339户, 22栋, 商品房/使用权, 1983年 , 0.4元/平米/月, 卫百辛集团物业
东方名城,杨浦中原,国和路888弄,77593, 板楼, 1046户, 63栋, 商品房, 2003-2004年 , 0.8至1.5元/平米/月, 上海方达物业经营公司
民星路350弄,杨浦中原,民星路350弄,52685, 板楼, 469户, 21栋, 商品房, 1995年 , 0.2至0.8元/平米/月, 上海盛祥物业管理有限公司
殷行路483号,杨浦中原,殷行路483号,51968, 板楼, 8户, 1栋, 商品房, 1994年 , 暂无信息, 东湖物业
国京路60弄,杨浦中原,国京路60弄,67824, 板楼, 136户, 16栋, 商品房, 1994-2002年 , 1.8元/平米/月, 上海五角场物业管理有限公司
民京路837弄,杨浦中原,民京路837弄,51097, 板楼, 437户, 20栋, 商品房/售后公房/使用权, 1997-2005年 , 0.6至1.4元/平米/月, 长宁物业
世和园,杨浦中原,世界路43弄,73543, 板楼, 1320户, 35栋, 商品房/动迁安置房, 2003年 , 1.36元/平米/月, 上海凯晨物业管理有限公司
开鲁路5号,杨浦中原,开鲁路5号,40612, 板楼, 18户, 1栋, 商品房/使用权, 1985年 , 0.6元/平米/月, 暂无信息
殷行路430弄,杨浦中原,"殷行路430弄, 包头路1027号",50875, 塔楼/板楼, 768户, 43栋, 商品房/使用权, 1995-1997年 , 0.8元/平米/月, 黎平物业公司
殷行路280弄,杨浦中原,殷行路280弄,44059, 板楼, 339户, 22栋, 商品房/使用权, 1983年 , 0.4元/平米/月, 卫百辛集团物业
殷行路590弄,杨浦中原,殷行路590弄,55009, 板楼, 288户, 27栋, 商品房/使用权, 1989-1990年 , 0.8元/平米/月, 上海新钢物业管理有限公司
殷行路571弄,杨浦中原,殷行路571弄,48919, 板楼, 1084户, 37栋, 商品房/售后公房/使用权, 1985-1988年 , 0.5元/平米/月, 自主物业
城市方园,杨浦中原,国伟路100弄,49061, 板楼, 1470户, 10栋, 商品房/动迁安置房, 2011年 , 1.4元/平米/月, 上海冬迩物业管理有限公司
国伟路58弄,杨浦中原,国伟路58弄,51574, 板楼, 192户, 9栋, 商品房/已购公房/售后公房/使用权, 1993-2019年 , 0.8至0.9元/平米/月, 暂无信息
城市庭园,杨浦中原,国伟路138弄,66473, 板楼, 951户, 25栋, 商品房, 2008年 , 1.2元/平米/月, 上海桥升商贸置业有限公司
殷行路451弄,杨浦中原,殷行路451弄,50866, 板楼, 726户, 59栋, 商品房/售后公房/使用权, 1986-1989年 , 0.9元/平米/月, 上海江城物业有限公司
殷行路718弄,杨浦中原,殷行路718弄,61578, 板楼, 106户, 6栋, 商品房/动迁安置房, 2008年 , 0.7元/平米/月, 上海欣晨物业管理有限公司
殷行路310弄,杨浦中原,殷行路310弄,50999, 板楼, 1030户, 64栋, 商品房/售后公房/使用权, 1980-1994年 , 0.4元/平米/月, 大华集团上海物业管理有限公司
金信公寓,杨浦中原,政府路61弄,65831, 板楼, 189户, 13栋, 商品房, 1997-1998年 , 0.8元/平米/月, 上海五角场物业管理有限公司
顺达苑小区,杨浦中原,殷行路250弄1-57号,46830, 板楼, 790户, 52栋, 商品房/售后公房/使用权, 1989-1999年 , 0.6元/平米/月, 申杨物业公司
殷行一、二村,杨浦中原,"殷行一村1-99号, 殷行二村1-46号, 开鲁路30弄1-3号",48689, 板楼, 2686户, 146栋, 商品房/售后公房/使用权, 1981-1987年 , 0.46至0.85元/平米/月, 上海德律风物业管理公司
包头路935弄,杨浦中原,包头路935弄,46334, 塔楼/板楼, 272户, 2栋, 商品房/使用权, 1991年 , 0.5元/平米/月, 暂无信息
民星一村,杨浦中原,"嫩江路839弄,嫩江路801弄,民星路370弄,嫩江路815弄,嫩江路831弄",44816, 板楼, 1164户, 45栋, 商品房/售后公房/使用权/廉租房, 1986-1989年 , 0.5元/平米/月, 上海万泰物业管理有限公司
殷行路470弄,杨浦中原,殷行路470弄,51162, 板楼, 957户, 51栋, 商品房/售后公房/使用权, 1986-1994年 , 0.5至0.8元/平米/月, 暂无信息
中原路99弄,杨浦中原,中原路99弄,55084, 板楼, 1129户, 44栋, 商品房/使用权, 1990-1992年 , 0.6元/平米/月, 君晟物业
市光三村,杨浦中原,市光三村,49162, 板楼, 4332户, 222栋, 商品房/售后公房/使用权, 1993-2005年 , 0.5至0.8元/平米/月, 上海新金翔物业管理有限公司
长海三村,杨浦中原,长海三村,60866, 板楼, 866户, 50栋, 商品房/使用权, 1994-1995年 , 0.5至1.2元/平米/月, 上海万泰物业管理有限公司
市光四村,杨浦中原,市光四村,54760, 塔楼/板楼/塔板结合, 4458户, 218栋, 商品房/已购公房/售后公房/使用权, 1990-1996年 , 0.6至0.8元/平米/月, 恒联物业
工农三村,杨浦中原,工农三村,55775, 板楼, 3976户, 173栋, 商品房/售后公房/使用权/私产, 1990-1996年 , 0.8元/平米/月, 上海殷行物业管理有限公司
工农四村五街坊,杨浦中原,"工农四村105-121号,工农四村125-127号,工农四村130-133号",55076, 板楼, 456户, 24栋, 商品房/使用权, 1996-1997年 , 0.8至1.4元/平米/月, 佳苑物业
工农新村小区,杨浦中原,殷行路301弄,47633, 板楼, 2080户, 98栋, 商品房/已购公房/售后公房/使用权, 1957-2010年 , 0.46至0.8元/平米/月, 暂无信息
体院小区,杨浦中原,"清源环路500弄,清源环路542弄",56585, 板楼, 450户, 37栋, 商品房/售后公房/使用权, 1952-1996年 , 0.8至1元/平米/月, 上海久立物业有限公司
隆昌路247弄,杨浦周家嘴路,隆昌路247弄,0, 板楼, 18户, 2栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
控江路655号,杨浦周家嘴路,控江路655号,0, 板楼, 20户, 1栋, 商品房/使用权, 1977-1997年 , 暂无信息, 暂无信息
军工路334号,杨浦周家嘴路,军工路334号,0, 未知类型, 25户, 2栋, 商品房/售后公房/校产, 1963年 , 暂无信息, 暂无信息
控江路513号,杨浦周家嘴路,控江路513号,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
杭州路707弄,杨浦周家嘴路,杭州路707弄,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
周家牌路75弄,杨浦周家嘴路,周家牌路75弄,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
隆昌路394号,杨浦周家嘴路,隆昌路394号,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
昆明路652弄,杨浦周家嘴路,昆明路652弄,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
军工路77-79号,杨浦周家嘴路,军工路77-79号,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
控江路89号,杨浦周家嘴路,控江路89号,0, 未知类型, 12户, 1栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
长阳路2350号,杨浦周家嘴路,长阳路2350号,0, 板楼, 24户, 1栋, 商品房/使用权, 1978年 , 2.5元/平米/月, 上海申伟物业公司
兰州路1151弄,杨浦周家嘴路,兰州路1151弄,0, 板楼, 24户, 2栋, 商品房, 2005年 , 1.3元/平米/月, 自主物业
眉州路956号,杨浦周家嘴路,眉州路956号,58883, 板楼, 20户, 1栋, 商品房/使用权, 1981年 , 暂无信息, 暂无信息
宁武路499号,杨浦周家嘴路,杨浦区宁武路499号,67395, 板楼, 24户, 1栋, 商品房, 1988年 , 0.8元/平米/月, 卫百辛集团物业
水丰路80号,杨浦周家嘴路,水丰路80号,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
长阳路2168号,杨浦周家嘴路,长阳路2168号,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
长阳路1181号,杨浦周家嘴路,"长阳路1181号, 长阳路1173号, 长阳路1183号",0, 未知类型, 15户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
控江路1523号(商铺),杨浦周家嘴路,控江路1523号,0, 未知类型, 2户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
周家嘴路2020号,杨浦周家嘴路,周家嘴路2020号,0, 未知类型, 2户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
平凉路1901号,杨浦周家嘴路,平凉路1901号,0, 未知类型, 2户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
平凉路1915-3号,杨浦周家嘴路,平凉路1915-3号,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
通北路883号,杨浦周家嘴路,通北路883号,0, 未知类型, 3户, 1栋, 商品房, 1999年 , 暂无信息, 暂无信息
眉州路898号,杨浦周家嘴路,眉州路898号,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
控江路1443号,杨浦周家嘴路,控江路1443号,0, 板楼, 35户, 1栋, 商品房/使用权, 1964年 , 暂无信息, 暂无信息
控江路1447号,杨浦周家嘴路,控江路1447号,0, 板楼, 35户, 1栋, 商品房/使用权, 1964年 , 暂无信息, 暂无信息
控江路659号,杨浦周家嘴路,控江路659号,0, 板楼, 25户, 1栋, 商品房, 1977年 , 暂无信息, 暂无信息
杭州路914号,杨浦周家嘴路,杭州路914号,0, 板楼, 10户, 1栋, 商品房/使用权, 1984年 , 暂无信息, 暂无信息
周家嘴路3796号,杨浦周家嘴路,周家嘴路3796号,64029, 板楼, 15户, 1栋, 商品房, 1996年 , 1.1元/平米/月, 暂无信息
杨树浦路3021号,杨浦周家嘴路,杨树浦路3021号,59298, 板楼, 35户, 1栋, 商品房/使用权, 1982年 , 暂无信息, 暂无信息
海州路165弄,杨浦周家嘴路,海州路165弄,0, 板楼, 37户, 3栋, 商品房/使用权, 1975年 , 0.6元/平米/月, 自主物业
控江路1448号,杨浦周家嘴路,控江路1448号,0, 板楼, 24户, 1栋, 商品房/使用权, 1960年 , 暂无信息, 暂无信息
双阳路109号,杨浦周家嘴路,双阳路109号,55203, 板楼, 30户, 2栋, 商品房, 1982年 , 暂无信息, 暂无信息
海州路142号,杨浦周家嘴路,海州路142号,0, 板楼, 25户, 1栋, 商品房, 1976年 , 暂无信息, 暂无信息
长欣新苑,杨浦周家嘴路,隆昌路532弄,77798, 板楼, 66户, 6栋, 商品房, 2002年 , 0.5元/平米/月, 上海中星集团申城物业有限公司
平凉路1695弄,杨浦周家嘴路,平凉路1695弄,88023, 板楼, 105户, 12栋, 商品房/使用权, 1986-2000年 , 0.5元/平米/月, 上海大桥物业管理有限公司
周家嘴路3523弄,杨浦周家嘴路,周家嘴路3523弄,61029, 板楼, 75户, 3栋, 商品房/售后公房/使用权, 1989年 , 暂无信息, 自主物业
长阳路2320号,杨浦周家嘴路,长阳路2320号,0, 板楼, 18户, 1栋, 商品房/使用权, 1978年 , 暂无信息, 暂无信息
上理小区,杨浦周家嘴路,军工路516弄,0, 塔楼/板楼, 915户, 53栋, 商品房/售后公房/使用权, 1973-2000年 , 0.8元/平米/月, 暂无信息
控江路529号,杨浦周家嘴路,控江路529号,48360, 板楼, 20户, 1栋, 商品房/售后公房, 1976-1983年 , 暂无信息, 上海控江物业管理有限公司
周家嘴路3340号,杨浦周家嘴路,周家嘴路3340号,48683, 板楼, 35户, 1栋, 商品房/使用权, 1988年 , 0.3元/平米/月, 精博物业
平凉路1664号,杨浦周家嘴路,平凉路1664号,0, 板楼, 42户, 1栋, 商品房/使用权, 1979年 , 暂无信息, 暂无信息
